input,output,type,variant,prompt_strategy,temperature,reasoning_effort,image_detail,strategy,complexity,provider,model,model_reported,run,attempt,generation_id,context_tokens,context_components,duration,input_tokens,output_tokens,total_tokens,cached_tokens,cache_write_tokens,reasoning_tokens,cost_usd,cost_prompt_usd,cost_completion_usd,extraction_ok,parse_ok,truncated,sfc_bytes,sfc_lines,stop_reason,native_finish_reason,refusal,error,created_at
messy-1,1-c3-gpt-5.6-terra-1.vue,uis,messy,few_shot,0.0,medium,auto,c3,messy,OpenAI,gpt-5.6-terra,openai/gpt-5.6-terra,1,1,gen-1785416431-g5aXDws93CksPh4pyhGl,0,0,27822.7158,6918,2202,9120,6089,0,231,0.018312375,0.001797375,0.016515,True,True,False,7706,183,stop,completed,,,2026-07-30T15:00:59.099941
messy-2,2-c3-gpt-5.6-terra-1.vue,uis,messy,few_shot,0.0,medium,auto,c3,messy,OpenAI,gpt-5.6-terra,openai/gpt-5.6-terra,1,1,gen-1785416459-1yQ6GFJ7EHDc2NK1qAIr,0,0,17617.806,6918,972,7890,6089,0,141,0.009087375,0.001797375,0.00729,True,True,False,3207,106,stop,completed,,,2026-07-30T15:01:16.721771
messy-3,3-c3-gpt-5.6-terra-1.vue,uis,messy,few_shot,0.0,medium,auto,c3,messy,OpenAI,gpt-5.6-terra,openai/gpt-5.6-terra,1,1,gen-1785416476-BeIsL0SSHZSKmf5f1rIr,0,0,31841.8558,6918,2349,9267,0,6915,516,0.0284259375,0.0108084375,0.0176175,True,True,False,6947,226,stop,completed,,,2026-07-30T15:01:48.573010
messy-4,4-c3-gpt-5.6-terra-1.vue,uis,messy,few_shot,0.0,medium,auto,c3,messy,OpenAI,gpt-5.6-terra,openai/gpt-5.6-terra,1,1,gen-1785416508-yklfNASAwjmyB9NZlyBm,0,0,24718.7955,6918,1661,8579,0,6915,237,0.0232659375,0.0108084375,0.0124575,True,True,False,5235,138,stop,completed,,,2026-07-30T15:02:13.295335
messy-5,5-c3-gpt-5.6-terra-1.vue,uis,messy,few_shot,0.0,medium,auto,c3,messy,OpenAI,gpt-5.6-terra,openai/gpt-5.6-terra,1,1,gen-1785416533-UQ7BSf2BcFRPbZrkXoFG,0,0,13341.8419,6918,1450,8368,0,6915,148,0.0216834375,0.0108084375,0.010875,True,True,False,4873,136,stop,completed,,,2026-07-30T15:02:26.640706
messy-1,1-c1-gemini-3.1-pro-preview-1.vue,uis,messy,few_shot,0.0,medium,auto,c1,messy,Google,gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,1,1,gen-1785416546-950SydRhY6OVhquPrHeM,0,0,59278.6822,6470,7972,14442,5351,5351,5445,0.111680825,0.016016825,0.095664,True,True,False,7562,157,stop,STOP,,,2026-07-30T15:03:25.923374
messy-2,2-c1-gemini-3.1-pro-preview-1.vue,uis,messy,few_shot,0.0,medium,auto,c1,messy,Google,gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,1,1,gen-1785416605-pHo4YqOV0H7S5bAsPKWz,0,0,36013.5994,6470,4989,11459,5351,0,4127,0.0738782,0.0140102,0.059868,True,True,False,2768,84,stop,STOP,,,2026-07-30T15:04:01.939955
messy-3,3-c1-gemini-3.1-pro-preview-1.vue,uis,messy,few_shot,0.0,medium,auto,c1,messy,Google,gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,1,1,gen-1785416642-Y2mVQhVRlBTmC8EibeRO,0,0,35170.7838,6470,4627,11097,5351,0,2868,0.0695342,0.0140102,0.055524,True,True,False,5579,139,stop,STOP,,,2026-07-30T15:04:37.114946
messy-4,4-c1-gemini-3.1-pro-preview-1.vue,uis,messy,few_shot,0.0,medium,auto,c1,messy,Google,gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,1,1,gen-1785416677-UfQ6ttwSqNC2GUwAK5Wt,0,0,37075.3982,6470,4438,10908,5351,0,2772,0.0672662,0.0140102,0.053256,True,True,False,5103,125,stop,STOP,,,2026-07-30T15:05:14.204409
messy-5,5-c1-gemini-3.1-pro-preview-1.vue,uis,messy,few_shot,0.0,medium,auto,c1,messy,Google,gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,1,1,gen-1785416714-3ZQ8gOuH4GzuutMIEBug,0,0,32643.9934,6470,4313,10783,5351,0,2738,0.0657662,0.0140102,0.051756,True,True,False,5101,130,stop,STOP,,,2026-07-30T15:05:46.853400
messy-1,1-c2-gemini-3.1-pro-preview-1.vue,uis,messy,few_shot,0.0,medium,auto,c2,messy,Google,gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,1,1,gen-1785416746-313fL8zGx7LryFTRPONV,0,0,46511.883,6470,6722,13192,5351,0,4107,0.0946742,0.0140102,0.080664,True,True,False,7991,163,stop,STOP,,,2026-07-30T15:06:33.369267
messy-2,2-c2-gemini-3.1-pro-preview-1.vue,uis,messy,few_shot,0.0,medium,auto,c2,messy,Google,gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,1,1,gen-1785416793-b0DfAFBuhbt6gVTrsZ0l,0,0,31262.2755,6470,4217,10687,5351,0,3408,0.0646142,0.0140102,0.050604,True,True,False,2639,72,stop,STOP,,,2026-07-30T15:07:04.634563
messy-3,3-c2-gemini-3.1-pro-preview-1.vue,uis,messy,few_shot,0.0,medium,auto,c2,messy,Google,gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,1,1,gen-1785416824-scCDhLsrImV2IS2DsOx0,0,0,33377.9314,6470,4627,11097,5351,0,2868,0.0695342,0.0140102,0.055524,True,True,False,5579,139,stop,STOP,,,2026-07-30T15:07:38.016462
messy-4,4-c2-gemini-3.1-pro-preview-1.vue,uis,messy,few_shot,0.0,medium,auto,c2,messy,Google,gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,1,1,gen-1785416858-0PemeOoaACt5cTIhRrRL,0,0,39676.8579,6470,4438,10908,5351,5351,2772,0.069272825,0.016016825,0.053256,True,True,False,5103,125,stop,STOP,,,2026-07-30T15:08:17.698342
messy-5,5-c2-gemini-3.1-pro-preview-1.vue,uis,messy,few_shot,0.0,medium,auto,c2,messy,Google,gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,1,1,gen-1785416897-0LiQ9MPyElQuvkRU4E2s,0,0,34191.8478,6470,4511,10981,5351,0,2634,0.0681422,0.0140102,0.054132,True,True,False,5957,129,stop,STOP,,,2026-07-30T15:08:51.894151
messy-1,1-c3-gemini-3.1-pro-preview-1.vue,uis,messy,few_shot,0.0,medium,auto,c3,messy,Google,gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,1,1,gen-1785416932-CMnFJbuhjaJMx1JE30gz,0,0,52384.0897,6470,7545,14015,5351,0,5323,0.1045502,0.0140102,0.09054,True,True,False,6860,154,stop,STOP,,,2026-07-30T15:09:44.282382
messy-2,2-c3-gemini-3.1-pro-preview-1.vue,uis,messy,few_shot,0.0,medium,auto,c3,messy,Google,gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,1,1,gen-1785416984-RXJIQgwggYj8yFfM2CWu,0,0,37138.696,6470,4989,11459,5351,0,4127,0.0738782,0.0140102,0.059868,True,True,False,2768,84,stop,STOP,,,2026-07-30T15:10:21.425248
messy-3,3-c3-gemini-3.1-pro-preview-1.vue,uis,messy,few_shot,0.0,medium,auto,c3,messy,Google,gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,1,1,gen-1785417021-3QGUXKqiGluR9reL8qF8,0,0,34551.7387,6470,4627,11097,5351,0,2868,0.0695342,0.0140102,0.055524,True,True,False,5579,139,stop,STOP,,,2026-07-30T15:10:55.981995
messy-4,4-c3-gemini-3.1-pro-preview-1.vue,uis,messy,few_shot,0.0,medium,auto,c3,messy,Google,gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,1,1,gen-1785417056-7Md2m57cUBLfVco5mM29,0,0,42362.1418,6470,5651,12121,5351,0,3834,0.0818222,0.0140102,0.067812,True,True,False,5747,158,stop,STOP,,,2026-07-30T15:11:38.352574
messy-5,5-c3-gemini-3.1-pro-preview-1.vue,uis,messy,few_shot,0.0,medium,auto,c3,messy,Google,gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,1,1,gen-1785417098-9oj9201h78Kpnu9Rfj95,0,0,32896.0652,6470,4313,10783,5351,0,2738,0.0657662,0.0140102,0.051756,True,True,False,5101,130,stop,STOP,,,2026-07-30T15:12:11.252640
